x,y,cluster_id
2.422815972547872,4.891729587111248,1
1.4947145869817833,4.2469521743579515,1
2.200197084927084,4.124998181092978,1
1.4930647626932314,4.4285446566997395,1
1.4581400951550088,3.5554833590062076,1
2.5808469070798687,3.6045442397066147,1
1.5302070059148414,3.577109837049686,1
1.480718095671407,4.42641414321713,1
2.3114460545511175,3.7867548774303645,1
2.9441667412169874,4.072768025492487,1
1.9758955378289642,3.188157605048273,1
2.113035444760489,3.6829623954374355,1
2.3760305893566986,4.568738553227166,1
1.7846371416672646,4.304044028331919,1
1.6225816189021056,3.772086981828718,1
1.4198655738064816,4.45180375796853,1
2.6688405494161604,4.406546134799619,1
1.846268203336,4.693352814867624,1
2.8019657387282693,3.959123481646295,1
2.595434438360779,4.727698914750173,1
1.1262738271179065,3.5441382595539235,1
1.8706079206899435,4.059512959019594,1
2.6807510321193653,3.6061013441458156,1
2.458281899423966,3.371827870548538,1
1.068723712454166,4.065524741097361,1
2.715816405249172,4.50642989826545,1
1.5871829151810362,4.071688767360278,1
2.268403014203265,4.833214794819748,1
1.2696101591405946,4.319194672225022,1
1.539822950715373,4.222910569854184,1
1.7798292097815804,3.5043658414307535,1
2.68255213784562,3.787665526800509,1
1.5914016066053653,3.187082197385119,1
2.26689267914451,4.485721028509873,1
1.6234653670385044,3.111008764188293,1
1.395896503763461,3.5906496680941995,1
1.466305447982223,4.311881970319946,1
2.509785701004887,4.074851789023372,1
1.6211048681945242,4.3704284514597935,1
2.676714959070859,4.302119013606423,1
1.0739510155317382,3.895646368580584,1
1.1955410250541454,4.0449747474710485,1
1.8155918743790427,4.932867068441463,1
1.5610827733000592,4.787720212691599,1
2.1769348733588734,4.851447742669483,1
1.8189382668950826,3.558056490097132,1
1.6514191328117298,4.7129519166708675,1
1.3483192790793732,3.5684580691504824,1
1.8637208190289714,3.434083007711481,1
1.1689376001288834,3.986380415729089,1
2.342084547258745,3.8789993991768807,1
1.421968078244121,3.5998450309621237,1
1.4046134759058642,4.047962494836256,1
2.777994762638428,4.180774990645632,1
1.6784575563938189,4.407551688122578,1
1.696484241290203,4.165870962853384,1
1.2564856056326192,4.633071104284796,1
2.1909913526047617,4.006336396618626,1
1.419081929757605,4.691294508249515,1
1.9320346715909746,3.733200618369648,1
2.8438292334235613,3.8618739226171344,1
2.915528763303876,4.387757543487609,1
2.1572485229249287,3.5579892881815596,1
1.5561289096285837,4.784959178273509,1
1.2709706504769467,3.352380344272695,1
2.0425209765449335,4.175105274835463,1
1.6905960019770134,3.397684739827893,1
2.2902052419427306,3.2783371543315827,1
2.3200473132726356,3.6789452164868477,1
1.4533677494433046,3.623800785204465,1
1.2897172514676458,4.590017486472066,1
2.771642817167045,3.9153483418071406,1
2.7220992129192725,3.7213553583504773,1
2.551463608343952,4.2172146082041335,1
1.89381303143456,3.8322556084086252,1
2.2776124939765494,4.74731822282808,1
2.046393059920601,3.4112190480956803,1
1.1344763941092064,4.31702611424359,1
1.4479381288698265,3.7897034774388043,1
1.826384883105485,4.333194500319858,1
2.111740017492356,3.8872933318915304,1
1.062592335956149,4.189053023432641,1
2.178619401016189,4.129406883287548,1
2.691237118359118,3.9924940386522207,1
1.7903265860727455,3.8226081886546566,1
1.195034594778331,3.5838604353229626,1
1.5619821476390534,3.5742647528626654,1
2.341152747862987,3.960348111230871,1
1.3586405910970965,4.35966150979036,1
2.219885297196319,4.56713514447416,1
1.115694465379205,4.23115996372896,1
1.0547748486181452,4.000991288386272,1
1.8155805334176356,4.842513716375816,1
1.4685199920251089,4.5552388465706235,1
1.877164776273385,3.1655367841831117,1
1.7201201253567808,4.220387884063737,1
1.0339508980405112,3.7801856928509823,1
1.8585922119065343,3.9358314525487286,1
2.213268429163426,3.9268120041246553,1
2.3352235175664635,4.116799126612669,1
3.162980474587153,8.401010790141811,2
6.6819277422990595,8.076922774965082,2
6.313357147358392,8.914235106809027,2
5.958029078434052,7.604869521622777,2
6.967397286546074,6.617022549728256,2
4.459246683379258,11.194889216691259,2
7.504411710464057,10.08479133205828,2
2.5994433894061073,11.58447636386209,2
4.766901127750132,6.533308386422456,2
4.30954726212929,5.641931693274468,2
6.233421779971196,12.658475100073433,2
4.294378994677428,9.00784279748866,2
6.801029938114924,7.069014002992725,2
4.7807323363356975,10.601477298304147,2
4.131186294198624,10.479619883553639,2
5.946700732662342,8.680986687385568,2
7.918508650411677,8.38375856708315,2
4.629578550827106,7.289112660467884,2
5.125984787592189,10.958859225331839,2
5.004356874988909,7.884295544620614,2
